whiskey_name,brand,type,age,abv,region,cask_type,bottling_type,retail_price_usd,is_limited_edition,release_year,average_rating,award_wins,rating_category,category
Jack Daniel's 18 Wine Cask,Jack Daniel's,Scotch,18,43.7,Highlands,Wine,Blended,472.58,False,2008,90.3,2,High,Luxury
Glenfiddich NAS Rum Cask,Glenfiddich,Japanese,0,42.8,Hokkaido,Rum,Blended,470.16,False,2007,85.5,1,Medium,Luxury
Macallan 12 Rum Cask,Macallan,Scotch,12,43.6,Speyside,Rum,Cask Strength,332.55,False,2003,88.5,2,Medium,Luxury
Highland Park 4 Wine Cask,Highland Park,Irish,4,43.6,Dublin,Wine,Single Cask,407.61,False,2011,88.5,1,Medium,Luxury
Lagavulin 30 Port Cask,Lagavulin,Irish,30,48.9,Cork,Port,Single Cask,462.66,False,1990,95.5,0,Excellent,Luxury
Lagavulin 21 Port Cask,Lagavulin,Irish,21,48.7,Cork,Port,Cask Strength,314.18,False,2006,91.2,0,High,Luxury
Balvenie 17 Sherry Cask,Balvenie,Bourbon,17,40.9,Tennessee,Sherry,Cask Strength,153.94,False,2025,96.4,4,Excellent,Exclusive
Ardbeg NAS Bourbon Cask,Ardbeg,Rye,0,51.4,USA,Bourbon,Single Malt,431.14,True,1997,89.8,5,Medium,Luxury
Macallan 30 Bourbon Cask,Macallan,Scotch,30,55.0,Highlands,Bourbon,Single Cask,482.62,False,2012,95.2,2,Excellent,Luxury
Jack Daniel's 3 Port Cask,Jack Daniel's,Japanese,3,57.8,Hokkaido,Port,Blended,153.61,False,2023,90.8,5,High,Exclusive
Macallan 20 Bourbon Cask,Macallan,Scotch,20,44.1,Speyside,Bourbon,Cask Strength,411.87,False,2016,91.7,1,High,Luxury
Ardbeg 17 Tequila Cask,Ardbeg,Rye,17,58.0,USA,Tequila,Single Cask,396.55,False,2017,91.6,0,High,Luxury
Highland Park 13 Port Cask,Highland Park,Scotch,13,50.9,Lowlands,Port,Cask Strength,43.1,False,2014,92.4,5,High,Basic
Ardbeg 16 Bourbon Cask,Ardbeg,Rye,16,52.4,USA,Bourbon,Cask Strength,371.83,False,2005,91.3,1,High,Luxury
Highland Park 16 Sherry Cask,Highland Park,Irish,16,42.0,Cork,Sherry,Blended,346.36,False,2018,89.2,1,Medium,Luxury
Jack Daniel's 10 Port Cask,Jack Daniel's,Rye,10,57.3,Canada,Port,Single Malt,179.04,False,2014,88.7,0,Medium,Exclusive
Balvenie 5 Sherry Cask,Balvenie,Scotch,5,45.7,Highlands,Sherry,Cask Strength,489.55,False,2016,86.8,1,Medium,Luxury
Yamazaki 6 Rum Cask,Yamazaki,Japanese,6,45.2,Honshu,Rum,Cask Strength,318.0,False,2023,88.9,1,Medium,Luxury
Jameson 26 Sherry Cask,Jameson,Scotch,26,43.5,Lowlands,Sherry,Single Cask,100.52,False,2022,94.1,1,High,Premium
Buffalo Trace 3 Port Cask,Buffalo Trace,Scotch,3,49.7,Lowlands,Port,Single Malt,431.54,False,2000,88.5,0,Medium,Luxury
Jameson 14 Port Cask,Jameson,Irish,14,53.5,Dublin,Port,Single Malt,115.14,False,2018,91.2,3,High,Premium
Glenfiddich NAS Port Cask,Glenfiddich,Irish,0,54.2,Dublin,Port,Cask Strength,366.98,False,2021,88.3,2,Medium,Luxury
Buffalo Trace 19 Port Cask,Buffalo Trace,Japanese,19,45.8,Honshu,Port,Single Cask,359.58,False,2009,93.8,0,High,Luxury
Jack Daniel's 7 Bourbon Cask,Jack Daniel's,Scotch,7,49.1,Highlands,Bourbon,Single Cask,523.58,False,1990,90.0,1,High,Luxury
Macallan 21 Port Cask,Macallan,Scotch,21,54.2,Islay,Port,Cask Strength,346.15,False,1998,95.4,2,Excellent,Luxury
Glenfiddich 27 Rum Cask,Glenfiddich,Scotch,27,50.3,Speyside,Rum,Cask Strength,418.21,True,2019,95.1,1,Excellent,Luxury
Jack Daniel's 17 Port Cask,Jack Daniel's,Japanese,17,57.3,Honshu,Port,Cask Strength,264.69,False,2017,91.7,5,High,Exclusive
Lagavulin 8 Rum Cask,Lagavulin,Irish,8,47.9,Dublin,Rum,Cask Strength,499.96,False,2009,89.4,2,Medium,Luxury
Ardbeg 50 Tequila Cask,Ardbeg,Scotch,50,72.9,Unknown,Tequila,Single Cask,25.57,True,2001,103.7,0,Excellent,Basic
Highland Park 6 Rum Cask,Highland Park,Rye,6,54.1,USA,Rum,Single Malt,233.08,False,2020,88.1,1,Medium,Exclusive
Highland Park 21 Wine Cask,Highland Park,Irish,21,56.3,Cork,Wine,Single Cask,331.42,False,1992,92.6,0,High,Luxury
Jameson NAS Wine Cask,Jameson,Scotch,0,43.0,Speyside,Wine,Single Cask,219.42,False,1998,89.8,2,Medium,Exclusive
Jameson 19 Tequila Cask,Jameson,Rye,19,47.2,USA,Tequila,Blended,214.84,False,1996,92.9,1,High,Exclusive
Yamazaki 21 Wine Cask,Yamazaki,Bourbon,21,42.1,Tennessee,Wine,Cask Strength,250.2,False,2010,92.8,2,High,Exclusive
Highland Park 13 Bourbon Cask,Highland Park,Irish,13,57.6,Dublin,Bourbon,Blended,400.88,False,2011,91.0,1,High,Luxury
Yamazaki NAS Wine Cask,Yamazaki,Irish,0,47.8,Dublin,Wine,Cask Strength,391.78,False,2001,84.6,0,Low,Luxury
Ardbeg 23 Wine Cask,Ardbeg,Japanese,23,50.1,Honshu,Wine,Cask Strength,440.19,False,2001,94.4,1,High,Luxury
Glenfiddich 13 Port Cask,Glenfiddich,Scotch,13,52.3,Lowlands,Port,Single Cask,385.43,False,2013,92.2,3,High,Luxury
Jack Daniel's 17 Tequila Cask,Jack Daniel's,Irish,17,52.3,Cork,Tequila,Cask Strength,390.35,False,2010,90.7,1,High,Luxury
Lagavulin 3 Sherry Cask,Lagavulin,Rye,3,50.6,USA,Sherry,Cask Strength,358.3,False,2018,89.1,3,Medium,Luxury
Macallan 5 Port Cask,Macallan,Scotch,5,50.1,Islay,Port,Cask Strength,96.39,True,1998,86.3,0,Medium,Premium
Highland Park 22 Rum Cask,Highland Park,Bourbon,22,42.5,Kentucky,Rum,Single Malt,134.32,True,2012,91.3,0,High,Exclusive
Yamazaki 5 Sherry Cask,Yamazaki,Irish,5,58.1,Cork,Sherry,Single Malt,36.14,False,2003,88.4,1,Medium,Basic
Ardbeg 22 Sherry Cask,Ardbeg,Rye,22,59.5,Canada,Sherry,Single Cask,336.31,False,1994,94.0,1,High,Luxury
Yamazaki 29 Bourbon Cask,Yamazaki,Rye,29,42.6,USA,Bourbon,Blended,161.45,False,2009,94.5,0,High,Exclusive
Jameson 9 Tequila Cask,Jameson,Irish,9,44.2,Dublin,Tequila,Single Cask,374.13,False,2009,86.0,0,Medium,Luxury
Buffalo Trace 9 Wine Cask,Buffalo Trace,Rye,9,49.0,USA,Wine,Cask Strength,140.1,False,2004,88.6,1,Medium,Exclusive
Jack Daniel's 25 Sherry Cask,Jack Daniel's,Bourbon,25,45.1,Kentucky,Sherry,Cask Strength,112.93,True,2000,96.8,0,Excellent,Premium
Buffalo Trace 26 Port Cask,Buffalo Trace,Bourbon,26,46.3,Tennessee,Port,Single Malt,226.42,False,2005,92.3,1,High,Exclusive
Buffalo Trace 12 Tequila Cask,Buffalo Trace,Rye,12,42.7,Canada,Tequila,Blended,247.47,False,2023,87.3,1,Medium,Exclusive
Glenfiddich NAS Wine Cask,Glenfiddich,Scotch,0,44.7,Speyside,Wine,Single Cask,398.36,True,2014,87.3,1,Medium,Luxury
Yamazaki NAS Bourbon Cask,Yamazaki,Irish,0,51.2,Dublin,Bourbon,Single Cask,248.34,True,2001,86.4,2,Medium,Exclusive
Jameson 7 Wine Cask,Jameson,Scotch,7,40.5,Highlands,Wine,Cask Strength,328.25,False,2013,88.2,1,Medium,Luxury
Ardbeg 3 Rum Cask,Ardbeg,Rye,3,45.6,USA,Rum,Single Malt,432.61,False,2001,88.5,1,Medium,Luxury
Balvenie NAS Tequila Cask,Balvenie,Scotch,0,57.5,Lowlands,Tequila,Blended,38.21,True,2011,87.6,1,Medium,Basic
Yamazaki 8 Sherry Cask,Yamazaki,Irish,8,56.1,Cork,Sherry,Single Malt,406.54,True,2001,86.5,0,Medium,Luxury
Yamazaki 21 Tequila Cask,Yamazaki,Bourbon,21,55.4,Kentucky,Tequila,Single Cask,304.08,False,2001,94.8,0,High,Luxury
Buffalo Trace NAS Rum Cask,Buffalo Trace,Japanese,0,56.4,Honshu,Rum,Single Cask,225.22,True,2009,86.7,3,Medium,Exclusive
Jameson 23 Wine Cask,Jameson,Irish,23,58.4,Cork,Wine,Single Malt,244.95,True,2024,94.9,5,High,Exclusive
Macallan 17 Port Cask,Macallan,Bourbon,17,45.4,Kentucky,Port,Blended,384.99,False,1992,95.8,6,Excellent,Luxury
Macallan NAS Bourbon Cask,Macallan,Japanese,0,50.6,Honshu,Bourbon,Cask Strength,433.56,False,2015,85.9,4,Medium,Luxury
Macallan 11 Rum Cask,Macallan,Irish,11,45.3,Cork,Rum,Cask Strength,129.41,False,2023,92.8,1,High,Exclusive
Glenfiddich 20 Tequila Cask,Glenfiddich,Scotch,20,42.4,Lowlands,Tequila,Single Malt,448.8,False,2021,92.0,1,High,Luxury
Balvenie 21 Wine Cask,Balvenie,Bourbon,21,47.4,Tennessee,Wine,Cask Strength,69.06,False,2019,95.6,4,Excellent,Standard
Jameson 5 Sherry Cask,Jameson,Japanese,5,40.6,Hokkaido,Sherry,Single Malt,270.39,False,2019,86.1,0,Medium,Exclusive
Balvenie 14 Sherry Cask,Balvenie,Rye,14,55.4,USA,Sherry,Blended,275.62,False,2007,93.1,2,High,Exclusive
Balvenie 17 Sherry Cask,Balvenie,Rye,17,42.5,USA,Sherry,Single Malt,534.08,False,2005,91.0,1,High,Luxury
Highland Park 24 Bourbon Cask,Highland Park,Scotch,24,57.8,Speyside,Bourbon,Single Malt,334.2,True,2010,94.8,2,High,Luxury
Glenfiddich NAS Tequila Cask,Glenfiddich,Rye,0,44.4,Unknown,Tequila,Single Cask,440.21,False,2005,90.0,1,High,Luxury
Jack Daniel's 11 Bourbon Cask,Jack Daniel's,Scotch,11,43.0,Speyside,Bourbon,Blended,401.48,False,1992,91.0,3,High,Luxury
Macallan 12 Bourbon Cask,Macallan,Bourbon,12,48.7,Kentucky,Bourbon,Single Malt,451.92,False,1993,91.8,2,High,Luxury
Jameson 13 Tequila Cask,Jameson,Japanese,13,54.3,Hokkaido,Tequila,Single Cask,389.11,False,2024,92.0,1,High,Luxury
Buffalo Trace 12 Wine Cask,Buffalo Trace,Japanese,12,48.5,Honshu,Wine,Blended,256.16,False,1991,90.8,0,High,Exclusive
Macallan 30 Bourbon Cask,Macallan,Japanese,30,59.9,Hokkaido,Bourbon,Blended,289.49,False,1993,96.4,2,Excellent,Luxury
Jameson 5 Bourbon Cask,Jameson,Scotch,5,49.1,Speyside,Bourbon,Blended,220.32,False,2004,88.7,2,Medium,Exclusive
Jack Daniel's 21 Tequila Cask,Jack Daniel's,Rye,21,48.7,Canada,Tequila,Cask Strength,53.1,False,2022,92.4,2,High,Standard
Lagavulin NAS Sherry Cask,Lagavulin,Rye,0,42.0,Canada,Sherry,Single Cask,448.23,False,1997,88.5,3,Medium,Luxury
Glenfiddich 27 Rum Cask,Glenfiddich,Bourbon,27,42.8,Tennessee,Rum,Single Malt,350.17,False,2025,94.3,1,High,Luxury
Lagavulin NAS Tequila Cask,Lagavulin,Japanese,0,35.2,Unknown,Tequila,Single Malt,496.11,False,1996,89.6,3,Medium,Luxury
Balvenie 28 Bourbon Cask,Balvenie,Bourbon,28,45.3,Kentucky,Bourbon,Cask Strength,267.97,False,2018,94.8,1,High,Exclusive
Buffalo Trace 24 Bourbon Cask,Buffalo Trace,Irish,24,48.7,Dublin,Bourbon,Blended,350.45,True,2022,96.6,1,Excellent,Luxury
Jameson 10 Port Cask,Jameson,Rye,10,52.0,USA,Port,Cask Strength,500.64,False,2017,88.8,0,Medium,Luxury
Buffalo Trace NAS Bourbon Cask,Buffalo Trace,Scotch,0,48.5,Lowlands,Bourbon,Single Cask,284.05,False,2021,87.7,2,Medium,Luxury
Balvenie 29 Wine Cask,Balvenie,Rye,29,51.6,Canada,Wine,Cask Strength,381.99,True,2023,96.3,2,Excellent,Luxury
Ardbeg 10 Bourbon Cask,Ardbeg,Rye,10,52.5,USA,Bourbon,Cask Strength,412.62,False,1997,89.7,1,Medium,Luxury
Buffalo Trace 6 Tequila Cask,Buffalo Trace,Bourbon,6,56.7,Kentucky,Tequila,Single Malt,98.22,False,1991,89.6,1,Medium,Premium
Yamazaki 10 Port Cask,Yamazaki,Bourbon,10,48.9,Tennessee,Port,Blended,254.7,False,2010,89.2,1,Medium,Exclusive
Jameson 23 Port Cask,Jameson,Scotch,23,44.9,Highlands,Port,Cask Strength,65.75,True,2011,94.4,1,High,Standard
Lagavulin 16 Bourbon Cask,Lagavulin,Irish,16,43.8,Cork,Bourbon,Single Malt,435.62,False,2016,92.7,0,High,Luxury
Jack Daniel's 9 Bourbon Cask,Jack Daniel's,Rye,9,55.8,USA,Bourbon,Single Cask,424.17,False,2001,92.4,6,High,Luxury
Ardbeg 28 Wine Cask,Ardbeg,Scotch,28,48.2,Highlands,Wine,Blended,258.17,False,2008,96.7,2,Excellent,Exclusive
Jameson 4 Rum Cask,Jameson,Rye,4,50.5,USA,Rum,Single Malt,21.76,False,2009,90.6,2,High,Luxury
Balvenie 20 Rum Cask,Balvenie,Japanese,20,54.3,Honshu,Rum,Single Cask,361.93,False,2006,94.6,1,High,Luxury
Jameson 23 Tequila Cask,Jameson,Bourbon,23,40.2,Tennessee,Tequila,Cask Strength,400.72,False,2001,94.4,1,High,Luxury
Highland Park 12 Tequila Cask,Highland Park,Japanese,12,53.5,Honshu,Tequila,Single Malt,494.25,False,2013,89.6,1,Medium,Luxury
Lagavulin 3 Rum Cask,Lagavulin,Irish,3,41.2,Cork,Rum,Blended,179.11,False,2025,89.2,0,Medium,Exclusive
Buffalo Trace 21 Sherry Cask,Buffalo Trace,Bourbon,21,52.8,Tennessee,Sherry,Cask Strength,83.38,False,2009,92.5,1,High,Standard
Ardbeg NAS Bourbon Cask,Ardbeg,Irish,0,56.0,Cork,Bourbon,Single Cask,404.51,True,2016,86.5,2,Medium,Luxury
Macallan 23 Port Cask,Macallan,Irish,23,58.6,Dublin,Port,Cask Strength,106.95,False,2016,93.3,2,High,Premium
Jack Daniel's 24 Wine Cask,Jack Daniel's,Scotch,24,46.3,Lowlands,Wine,Blended,317.94,False,2020,95.7,1,Excellent,Luxury
Lagavulin NAS Tequila Cask,Lagavulin,Scotch,0,61.1,Unknown,Tequila,Blended,363.38,False,2025,83.4,0,Low,Luxury
Jack Daniel's 22 Port Cask,Jack Daniel's,Bourbon,22,57.8,Tennessee,Port,Cask Strength,271.4,False,2020,96.5,2,Excellent,Exclusive
Lagavulin 23 Wine Cask,Lagavulin,Irish,23,50.4,Dublin,Wine,Single Malt,362.12,False,2000,92.1,2,High,Luxury
Macallan 16 Bourbon Cask,Macallan,Rye,16,43.2,Canada,Bourbon,Cask Strength,39.74,False,2001,90.0,1,High,Basic
Ardbeg 50 Tequila Cask,Ardbeg,Bourbon,50,36.0,Unknown,Tequila,Cask Strength,231.44,False,2012,103.1,1,Excellent,Exclusive
Lagavulin 10 Tequila Cask,Lagavulin,Bourbon,10,43.6,Kentucky,Tequila,Cask Strength,359.72,False,2020,91.7,3,High,Luxury
Yamazaki 20 Rum Cask,Yamazaki,Japanese,20,40.9,Honshu,Rum,Blended,35.8,False,2021,96.0,2,Excellent,Basic
Lagavulin 17 Bourbon Cask,Lagavulin,Japanese,17,46.3,Honshu,Bourbon,Single Malt,179.23,False,2013,88.8,1,Medium,Exclusive
Jameson 9 Tequila Cask,Jameson,Bourbon,9,47.6,Tennessee,Tequila,Cask Strength,299.9,True,1999,87.5,2,Medium,Luxury
Buffalo Trace 14 Bourbon Cask,Buffalo Trace,Irish,14,57.0,Dublin,Bourbon,Cask Strength,52.32,False,2021,89.3,0,Medium,Standard
Jack Daniel's 7 Bourbon Cask,Jack Daniel's,Bourbon,7,53.4,Kentucky,Bourbon,Cask Strength,202.43,False,1998,90.2,2,High,Exclusive
Jack Daniel's 3 Tequila Cask,Jack Daniel's,Bourbon,3,58.2,Kentucky,Tequila,Cask Strength,226.84,False,2006,89.0,2,Medium,Exclusive
Ardbeg 4 Port Cask,Ardbeg,Japanese,4,57.4,Hokkaido,Port,Blended,101.4,False,2010,86.1,0,Medium,Premium
Macallan 18 Wine Cask,Macallan,Bourbon,18,41.6,Kentucky,Wine,Cask Strength,98.27,False,2022,92.8,1,High,Premium
Glenfiddich 25 Sherry Cask,Glenfiddich,Bourbon,25,40.0,Tennessee,Sherry,Blended,41.27,False,2005,96.2,3,Excellent,Basic
Macallan 26 Port Cask,Macallan,Bourbon,26,40.2,Kentucky,Port,Single Cask,199.72,False,1992,94.6,2,High,Exclusive
Lagavulin NAS Tequila Cask,Lagavulin,Rye,0,43.6,Unknown,Tequila,Blended,90.24,False,2008,89.4,3,Medium,Premium
Macallan 13 Rum Cask,Macallan,Scotch,13,45.4,Islay,Rum,Blended,410.29,True,2024,90.6,1,High,Luxury
Ardbeg 8 Port Cask,Ardbeg,Scotch,8,54.9,Speyside,Port,Cask Strength,403.82,False,2018,87.3,2,Medium,Luxury
Lagavulin 13 Sherry Cask,Lagavulin,Bourbon,13,53.9,Tennessee,Sherry,Single Cask,251.45,False,1992,89.8,1,Medium,Exclusive
Macallan 15 Tequila Cask,Macallan,Irish,15,48.6,Cork,Tequila,Blended,442.03,True,1997,92.8,4,High,Luxury
Ardbeg 16 Tequila Cask,Ardbeg,Japanese,16,55.7,Hokkaido,Tequila,Cask Strength,334.74,False,1994,93.2,2,High,Luxury
Glenfiddich 11 Sherry Cask,Glenfiddich,Bourbon,11,50.5,Tennessee,Sherry,Blended,54.9,True,2014,89.7,0,Medium,Standard
Glenfiddich 24 Port Cask,Glenfiddich,Rye,24,58.5,Canada,Port,Cask Strength,171.16,False,2007,91.7,0,High,Exclusive
Macallan NAS Rum Cask,Macallan,Bourbon,0,47.0,Kentucky,Rum,Single Malt,169.81,False,1995,85.9,0,Medium,Exclusive
Yamazaki 30 Port Cask,Yamazaki,Scotch,30,52.6,Highlands,Port,Blended,487.57,False,1995,97.8,4,Excellent,Luxury
Buffalo Trace NAS Wine Cask,Buffalo Trace,Irish,0,50.8,Dublin,Wine,Single Cask,433.6,False,2021,88.9,1,Medium,Luxury
Buffalo Trace 3 Wine Cask,Buffalo Trace,Bourbon,3,59.4,Tennessee,Wine,Blended,281.21,False,2021,89.1,2,Medium,Luxury
Yamazaki NAS Bourbon Cask,Yamazaki,Scotch,0,59.7,Islay,Bourbon,Blended,276.89,False,2018,87.2,1,Medium,Exclusive
Yamazaki NAS Rum Cask,Yamazaki,Bourbon,0,42.8,Kentucky,Rum,Single Cask,76.94,False,2020,88.2,1,Medium,Standard
Lagavulin 26 Port Cask,Lagavulin,Bourbon,26,51.2,Kentucky,Port,Cask Strength,262.22,False,2025,94.3,0,High,Exclusive
Highland Park 22 Wine Cask,Highland Park,Bourbon,22,56.6,Tennessee,Wine,Single Cask,258.68,True,2009,99.3,5,Excellent,Exclusive
Ardbeg 8 Wine Cask,Ardbeg,Rye,8,48.1,USA,Wine,Cask Strength,162.82,False,2008,87.8,3,Medium,Exclusive
Lagavulin 13 Wine Cask,Lagavulin,Rye,13,52.4,Canada,Wine,Blended,424.3,False,2010,90.5,2,High,Luxury
Buffalo Trace 4 Bourbon Cask,Buffalo Trace,Bourbon,4,46.2,Tennessee,Bourbon,Cask Strength,289.98,False,2010,88.8,3,Medium,Luxury
Jack Daniel's 22 Bourbon Cask,Jack Daniel's,Irish,22,40.1,Cork,Bourbon,Blended,323.54,False,1997,96.8,1,Excellent,Luxury
Buffalo Trace 17 Bourbon Cask,Buffalo Trace,Rye,17,42.7,USA,Bourbon,Single Malt,284.2,False,1999,94.5,0,High,Luxury
Macallan 6 Sherry Cask,Macallan,Rye,6,53.8,Canada,Sherry,Single Malt,183.31,False,1994,91.7,5,High,Exclusive
Highland Park 29 Wine Cask,Highland Park,Rye,29,49.7,USA,Wine,Cask Strength,429.94,True,2017,95.4,0,Excellent,Luxury
Buffalo Trace 18 Port Cask,Buffalo Trace,Japanese,18,49.2,Honshu,Port,Blended,484.11,False,2022,94.2,3,High,Luxury
Buffalo Trace 25 Rum Cask,Buffalo Trace,Rye,25,54.9,USA,Rum,Single Cask,418.35,False,2005,95.8,2,Excellent,Luxury
Balvenie 11 Bourbon Cask,Balvenie,Irish,11,43.8,Cork,Bourbon,Single Cask,319.73,False,2019,88.8,0,Medium,Luxury
Jack Daniel's 8 Port Cask,Jack Daniel's,Scotch,8,51.9,Speyside,Port,Single Cask,220.24,False,2018,87.6,2,Medium,Exclusive
Jameson 27 Tequila Cask,Jameson,Irish,27,43.4,Dublin,Tequila,Single Cask,279.45,False,1993,96.5,1,Excellent,Luxury
Buffalo Trace 15 Rum Cask,Buffalo Trace,Rye,15,45.4,Canada,Rum,Single Cask,234.62,False,1997,88.5,0,Medium,Exclusive
Glenfiddich NAS Sherry Cask,Glenfiddich,Irish,0,45.7,Dublin,Sherry,Blended,286.64,True,2009,89.3,4,Medium,Luxury
Jameson 22 Bourbon Cask,Jameson,Irish,22,51.1,Cork,Bourbon,Single Cask,336.78,False,2011,96.2,3,Excellent,Luxury
Buffalo Trace 11 Sherry Cask,Buffalo Trace,Scotch,11,44.4,Islay,Sherry,Cask Strength,287.58,False,1993,88.1,3,Medium,Luxury
Jameson 23 Bourbon Cask,Jameson,Bourbon,23,53.4,Kentucky,Bourbon,Single Malt,101.93,True,2005,95.6,3,Excellent,Premium
Ardbeg 20 Port Cask,Ardbeg,Japanese,20,50.1,Honshu,Port,Single Malt,172.59,True,2008,92.0,1,High,Exclusive
Jameson 29 Rum Cask,Jameson,Bourbon,29,46.7,Kentucky,Rum,Blended,242.05,False,2003,97.9,2,Excellent,Exclusive
Ardbeg 7 Sherry Cask,Ardbeg,Rye,7,47.9,Canada,Sherry,Blended,285.03,False,2004,87.5,1,Medium,Luxury
Ardbeg 18 Wine Cask,Ardbeg,Japanese,18,56.8,Hokkaido,Wine,Cask Strength,59.95,False,2014,96.8,3,Excellent,Standard
Jack Daniel's 24 Bourbon Cask,Jack Daniel's,Irish,24,41.0,Cork,Bourbon,Cask Strength,545.58,False,2020,92.6,1,High,Luxury
Lagavulin 14 Tequila Cask,Lagavulin,Japanese,14,49.4,Honshu,Tequila,Single Malt,86.72,True,2010,91.6,0,High,Standard
Jameson 26 Port Cask,Jameson,Japanese,26,43.1,Hokkaido,Port,Single Malt,403.2,False,2021,95.4,4,Excellent,Luxury
Lagavulin 29 Rum Cask,Lagavulin,Irish,29,50.7,Cork,Rum,Single Cask,65.73,False,1991,96.4,1,Excellent,Standard
Balvenie NAS Bourbon Cask,Balvenie,Bourbon,0,40.8,Tennessee,Bourbon,Blended,224.32,False,2011,90.8,3,High,Exclusive
Jameson 20 Bourbon Cask,Jameson,Scotch,20,40.8,Lowlands,Bourbon,Blended,267.4,False,2001,92.7,2,High,Exclusive
Yamazaki NAS Bourbon Cask,Yamazaki,Rye,0,50.0,USA,Bourbon,Single Malt,213.33,True,2000,90.4,4,High,Exclusive
Buffalo Trace NAS Sherry Cask,Buffalo Trace,Japanese,0,56.9,Hokkaido,Sherry,Cask Strength,302.91,True,2012,86.4,0,Medium,Luxury
Jameson 21 Bourbon Cask,Jameson,Rye,21,46.6,USA,Bourbon,Single Cask,358.99,False,2002,93.5,1,High,Luxury
Yamazaki 21 Rum Cask,Yamazaki,Japanese,21,49.4,Honshu,Rum,Single Malt,525.35,False,2018,93.5,2,High,Luxury
Jack Daniel's 5 Rum Cask,Jack Daniel's,Irish,5,59.1,Cork,Rum,Cask Strength,37.5,False,2015,90.8,2,High,Basic
Jack Daniel's 7 Rum Cask,Jack Daniel's,Japanese,7,45.8,Honshu,Rum,Single Malt,133.69,False,2014,87.9,2,Medium,Exclusive
Jack Daniel's 10 Wine Cask,Jack Daniel's,Bourbon,10,41.0,Kentucky,Wine,Single Malt,507.53,False,1996,90.0,3,High,Luxury
Highland Park 24 Bourbon Cask,Highland Park,Japanese,24,53.7,Honshu,Bourbon,Blended,412.33,True,2021,95.8,2,Excellent,Luxury
Lagavulin 23 Bourbon Cask,Lagavulin,Japanese,23,49.5,Honshu,Bourbon,Single Cask,330.66,False,1999,97.5,2,Excellent,Luxury
Macallan 9 Wine Cask,Macallan,Bourbon,9,42.5,Tennessee,Wine,Cask Strength,304.57,False,2015,88.7,2,Medium,Luxury
Jack Daniel's 22 Wine Cask,Jack Daniel's,Rye,22,57.1,USA,Wine,Single Malt,39.08,False,2014,93.1,1,High,Basic
Balvenie 13 Rum Cask,Balvenie,Japanese,13,55.0,Hokkaido,Rum,Blended,457.06,False,2019,90.5,1,High,Luxury
Yamazaki 50 Tequila Cask,Yamazaki,Scotch,50,30.1,Unknown,Tequila,Single Cask,232.81,False,2018,101.8,0,Excellent,Exclusive
Macallan 30 Bourbon Cask,Macallan,Irish,30,59.4,Cork,Bourbon,Cask Strength,203.0,False,1999,96.3,2,Excellent,Exclusive
Jameson 23 Port Cask,Jameson,Bourbon,23,57.3,Kentucky,Port,Blended,367.87,False,2004,95.8,4,Excellent,Luxury
Jack Daniel's 4 Sherry Cask,Jack Daniel's,Japanese,4,40.7,Honshu,Sherry,Single Malt,315.28,False,2007,88.8,2,Medium,Luxury
Highland Park 4 Bourbon Cask,Highland Park,Japanese,4,58.7,Honshu,Bourbon,Blended,427.28,False,1993,87.2,2,Medium,Luxury
Jack Daniel's 3 Tequila Cask,Jack Daniel's,Bourbon,3,41.6,Kentucky,Tequila,Cask Strength,70.97,False,1997,85.5,0,Medium,Standard
Highland Park NAS Tequila Cask,Highland Park,Bourbon,0,63.6,Unknown,Tequila,Single Cask,225.85,False,1994,86.9,1,Medium,Exclusive
Balvenie 20 Rum Cask,Balvenie,Bourbon,20,50.1,Tennessee,Rum,Single Malt,498.77,True,2021,92.3,1,High,Luxury
Highland Park 25 Port Cask,Highland Park,Irish,25,52.6,Cork,Port,Single Cask,468.23,False,1997,94.4,0,High,Luxury
Lagavulin 27 Tequila Cask,Lagavulin,Irish,27,41.0,Dublin,Tequila,Single Cask,419.51,False,2025,95.9,1,Excellent,Luxury
Highland Park 14 Wine Cask,Highland Park,Scotch,14,45.6,Lowlands,Wine,Blended,461.95,True,2010,89.2,0,Medium,Luxury
Balvenie 9 Sherry Cask,Balvenie,Bourbon,9,47.2,Kentucky,Sherry,Blended,417.72,False,2019,88.9,2,Medium,Luxury
Ardbeg 5 Tequila Cask,Ardbeg,Irish,5,42.4,Dublin,Tequila,Cask Strength,348.96,False,2001,87.1,2,Medium,Luxury
Highland Park 20 Rum Cask,Highland Park,Irish,20,58.5,Dublin,Rum,Single Cask,33.84,False,2022,93.3,3,High,Basic
Buffalo Trace NAS Bourbon Cask,Buffalo Trace,Bourbon,0,48.4,Kentucky,Bourbon,Single Malt,162.7,False,2017,88.7,3,Medium,Exclusive
Macallan 7 Wine Cask,Macallan,Scotch,7,50.6,Speyside,Wine,Single Cask,189.86,False,2015,86.0,0,Medium,Exclusive
Ardbeg 26 Tequila Cask,Ardbeg,Japanese,26,55.5,Hokkaido,Tequila,Cask Strength,101.91,False,1995,92.6,0,High,Premium
Jack Daniel's 21 Bourbon Cask,Jack Daniel's,Japanese,21,45.7,Hokkaido,Bourbon,Single Cask,86.46,False,2014,91.8,0,High,Standard
Yamazaki 8 Wine Cask,Yamazaki,Scotch,8,41.9,Islay,Wine,Single Malt,43.94,False,2016,88.1,2,Medium,Basic
